#  3 - Alfalfa Hay
Year,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season,Cutting
1979,1032.8514158786265,1010.6315975757948,1014.6756052137875,864.9295097888245,0.9201083873527919,0.5807909755333652,319.8000066278002,943.5270886528954,3.2504936930433925,67.36104361174446,316.5495129347567,245.8975840865239,0.9898358548290257,0.7689105034094393,694.082084641038, 196,  2
1980,1007.4089124238656,953.8346849695829,965.163191983253,806.483441220504,0.8982361743573624,0.5488362937933563,278.2000042502001,703.6542277356576,0.11584558500846052,70.36501262090715,278.0841586651916,204.82404191822104,0.9995835888452959,0.7362474435263195,675.7505263043911, 183,  2
1981,1017.4637154689256,951.2671928255286,958.6137915995715,812.8185177256972,0.8913177734788089,0.5607121655041257,393.20000690250004,561.9360863234117,3.4354294706922084,56.19360618381599,389.7645774318078,323.60407193985145,0.9912628957009554,0.8230011858064236,561.5026153937205, 188,  2
1982,956.5079053809111,862.4305290284332,874.0186281214616,692.4123196010003,0.8628360842796009,0.47762334744355783,323.4000062354,559.4625793756279,0.27663625740855746,62.91862362954103,316.06802206168703,227.33314779893777,0.977328435274129,0.7029472585521969,546.3625069667455, 172,  2
1983,947.2498593847633,901.2807908577055,903.9155520400121,682.7075596264353,0.9302993689880025,0.470759272661287,453.80000793970027,559.8888402798243,1.6934606760702633,164.59912587491084,343.4963054167015,222.3507475439961,0.756933229191006,0.48997519535861594,557.784485441004, 172,  2
1984,936.6517367530353,861.4031330889654,872.7366330769757,667.2955667761963,0.894758374409093,0.43888361370736256,310.20000556160016,562.4220297729465,0.24774858108005013,71.02980812714006,295.1646518306747,193.4182824426896,0.951530130685508,0.6235276562697553,566.2384812582906, 147,  2
1985,979.0252743425714,807.4003758290651,824.3150364479352,725.323550069464,0.7411455980324473,0.4689664365843992,201.10000297500005,559.0897780157812,0.08740825054255477,56.90905698714367,200.01251553889193,155.40598601444913,0.9945923052211824,0.7727796306088001,607.3878602901731, 164,  2
1986,1027.2619766088596,950.4587226755984,953.4192733870997,835.2816994882912,0.8488886104346541,0.563439249005055,259.1000029749999,698.8979184987894,3.2564833330768552,74.08584860268101,251.64746288912104,188.12621052878927,0.9712368197595199,0.7260756787677122,698.8112597864764, 190,  2
1987,1052.2644120400437,864.6861809088409,885.4801172216934,751.737087524504,0.7727861579408306,0.4776726063828844,258.8000060326001,633.0996297312832,0.20496408981295067,56.06150942796876,258.59504194278713,200.18145949354434,0.9992080213097555,0.7734986662570951,606.0911389660542, 156,  2
1988,1085.0265209898928,851.7897999722875,878.6975025404802,765.641031538338,0.7285279119976252,0.46079246967263937,218.30000427420006,561.3480660770138,0.0,56.07913195361441,218.30000427420006,150.548951988588,1.0,0.6896424601049846,633.4897956980874, 152,  2
1989,1022.6610168716916,894.0188808325967,905.2602043973808,778.8268228008503,0.7772622982972139,0.5112920549723897,247.9000040296,622.8967031419517,1.3261510924953974,55.94970562174972,246.57385293710462,184.5610099957026,0.9946504595766886,0.7444978095831957,647.4450278954923, 173,  2
1990,1072.7904936866707,943.9555149680075,975.3244795836031,854.9035481235104,0.7322066338603171,0.5633506794257994,170.90000244990003,875.8854204587101,0.0006632483213458057,79.54165619063753,170.89933920157867,112.63296036741377,0.9999961190853607,0.6590576872603179,782.4355538150899, 186,  2
1991,1028.9994894716328,867.1544561408617,890.530883630413,742.5894508212485,0.753069384590281,0.4870328431988949,267.0000041432999,563.6575402751946,0.006790317406302421,56.36575402751947,266.99321382589363,193.84294780644353,0.9999745680999966,0.7260035385707608,600.1612423149675, 170,  2
1992,1092.307535142835,936.0396067829631,954.5917631928662,814.9337294354201,0.7802770765823297,0.5000396705261706,229.40000468469995,666.4696219323204,0.0,56.036883788867854,229.40000468469995,159.43921830434266,1.0,0.6950270926257597,706.6396020982631, 168,  2
1993,931.364059303499,800.9167155299482,817.0205523213915,646.9079708073601,0.8026827535108673,0.444346612200108,312.50000640820014,549.9168741759721,0.0,53.280996679491494,312.50000640820014,213.20674419101277,1.0,0.6822615674206212,488.41670912174783, 140,  1
1994,1079.3818902360622,950.1086966730782,963.852324605796,843.934644205927,0.8205337249207442,0.5331773588416829,220.40000319460003,697.4915941360415,0.0008234682812218483,69.74901676194094,220.3991797263188,166.09782651470317,0.999996263755584,0.7536198915934167,729.7095169467592, 176,  2
1995,992.7127907234935,876.3319648836635,885.0984803273097,731.7804815292574,0.8207920694786591,0.5083001467448514,346.3000079106001,561.7246025958759,0.6751135755921085,56.13939248484232,345.6248943350079,262.57612477387397,0.9980504950615928,0.7582330891590968,530.7070705486556, 187,  2
1996,1014.215310671356,886.2954528380491,896.6316436403176,740.912808604447,0.8467999840393459,0.4882086447273347,326.90000560940007,561.1296599534234,0.4729715735015989,66.09236082556754,316.4476392056732,229.0378055527604,0.9680257992524602,0.7006356733637645,569.8478136323752, 170,  2
1997,1004.5381654859146,891.3106884803004,905.1327276363612,778.697490705806,0.8123971845503781,0.5382744423666181,253.70000487630006,563.226006169195,1.9749670752107646,71.8834902098951,236.16414820811374,177.5590715104102,0.9308795572284813,0.6998780768529551,655.1465402721859, 183,  2
1998,950.2449041909789,910.6761659563656,916.054456040164,735.439352697674,0.9538891369531074,0.5287779367465082,407.80000707529996,612.4327046132719,0.6619380391085367,55.53863580248244,407.1380690361914,294.56780916997974,0.998376807190721,0.722333997202673,503.53809692017353, 179,  2
1999,1016.3101875928221,724.7797590105163,752.5941925238734,633.4698145461015,0.6637787475526086,0.4035332104261156,175.60000324319995,558.4608358766873,0.06940322432993304,74.43373774601103,156.94294586052771,95.35744573782681,0.8937525225621274,0.5430378358578959,567.8368131499885, 127,  1
2000,1040.8851908647716,946.9666622800474,957.8193389637853,800.5463017083205,0.8751692898518516,0.49545498512642566,259.8000054065,705.381796332327,0.049638463918432865,85.05252533872546,245.2360212370888,174.14365713362974,0.9439415555568467,0.670298897265815,701.7306410429594, 167,  2
2001,1037.7923658851087,814.447713675918,842.1026636796449,705.7729020693662,0.7502151117403683,0.4263470705838369,208.0000030403,558.8020600118821,0.3317860336815275,55.47488151940178,207.66821700661848,138.28514825412753,0.9984048748613853,0.6648324338117187,606.7794966692991, 134,  2
2002,1079.273051474491,878.3053064784065,897.539864816104,799.0779714107979,0.6529649660191079,0.4892695861469586,146.7000026111,784.3489665161335,0.17108026397354947,71.5757153554819,146.52892234712647,91.39915191633835,0.9988338087189605,0.6230344259681879,731.7763841312798, 167,  2
2003,1074.0104754634144,902.7220281815913,917.656661101919,783.5116346563975,0.7678538654374824,0.48685493308611855,257.2000059491999,575.0560742594903,0.056718895768862174,62.36058904589948,252.28830543348064,184.80428385434044,0.9809031866169965,0.7185236375571527,650.433722748111, 168,  2
2004,1019.5560778412619,880.4402726849295,894.978150693303,759.3264626781561,0.8300937928622456,0.48985246020315654,263.1000057756001,624.5398572422425,0.23575494787021872,56.056587373438276,262.8642508277299,195.37460610375533,0.9991039340832578,0.7425868560048294,617.5760218571994, 167,  2
2005,1000.1656118680112,840.1824717072152,864.7324267212999,698.631933604054,0.7497048699848299,0.44551375607495775,367.6000067892001,560.6507064339345,2.4875858550271497,64.11866833295036,357.05752683511395,278.3634128613346,0.9713207841148607,0.7572453964098044,483.12494487210046, 147,  2
2006,1054.4870784742886,902.9663458040815,917.9198352976009,732.1906266635259,0.7728983618622732,0.439271734879892,253.7000035945,555.2721789541989,0.07885420197214654,65.76567584909972,243.38269143884804,134.8617459560763,0.959332629052136,0.5315795981289454,659.5836543652338, 143,  2
2007,1101.2120046744208,990.54547046884,1003.5860502693315,863.215922787075,0.7957144008001205,0.5253236760224594,193.90000310549996,862.6393833599352,0.3783975307857091,70.52950056845393,193.52160557471427,137.7790315828846,0.9980484913629434,0.7105674542352626,797.023864894126, 177,  2
2008,1044.5402016085416,736.7448058240984,773.6873663477438,666.0153403751041,0.6187615281035007,0.396071066032168,188.80000388609997,565.5735308864181,0.41655021941944637,56.532230272811546,188.38345366668057,131.658415383409,0.997793695917132,0.6973432874653774,548.3613521574182, 117,  1
2009,1010.0596453790434,856.2481116936316,875.1442643450108,734.4837207393866,0.7778008366288998,0.478704912129946,278.70000582920005,567.9021619843378,2.162735849211145,56.79004151096777,276.5372699799889,208.6657626732889,0.9922399145892498,0.7487110093609711,579.7108417136423, 165,  2
2010,959.5148726528143,898.348175766159,907.321406390291,745.1212398044554,0.9389068085964148,0.5359177364665183,341.50000721239985,561.6961435197046,2.719420855797585,57.48990914620112,337.46029156237165,264.08016378288534,0.9881706718456506,0.7732947531642003,560.8878842037863, 191,  2
2011,933.3769085115816,841.8401526465351,850.7050132748726,657.55867790714,0.7616728492248542,0.436191600591777,296.5000056031001,560.1612313901358,1.8794260409725299,62.586351216415686,288.05035148472547,207.45201944030586,0.971502010257344,0.6996695295783726,553.7898011618094, 147,  2
2012,1118.9202464695209,1029.9098985908593,1041.4402308281713,874.4103532953695,0.8657369294307388,0.5445762601931698,259.8000048106,710.0017412171728,0.20983180372004268,73.04874873315681,257.5415983954404,171.58896868425992,0.9913071348216256,0.6604656101117169,772.3683001954182, 178,  2
2013,1010.3124921715169,841.3951816897021,862.3449854060628,744.1982063287888,0.7394309429861577,0.46944332800548244,190.70000371299997,599.4513893032308,0.11800813793685579,44.814795544409286,190.58199557506313,149.67844665747148,0.9993811843962287,0.7848895843900182,650.8131861146389, 153,  2
2014,1073.1586551227829,1071.772360342025,1077.9351384709437,923.9988904691771,0.9502822171230789,0.6339751085201084,297.6000036303998,865.513665905826,2.236302648716049,70.94907353538136,295.36370098168373,226.2091999399809,0.9924855422666816,0.7601115496655648,776.408659360342, 221,  2
2015,1063.3056392059323,1034.9679277269852,1037.9496823135792,917.7903812963477,0.9473264650939129,0.631028930587423,299.30000495920007,799.4092154284756,0.4501648932827711,120.46942292981751,253.67494005463593,204.81638781298358,0.8475607612810309,0.6843180234524343,781.2929876723489, 220,  3
2016,1039.1937616196249,962.072606395119,971.2380058810585,836.1968697800271,0.8687721691239113,0.5522494721729194,215.00000378529995,702.1603032593977,0.0605091229057628,81.53887007227361,203.6166549160604,140.4961319052166,0.9470541922380289,0.6534703694494662,758.4559514790586, 182,  2
2017,1012.7415995854041,942.0612438512994,948.5307431394027,775.7739961601033,0.8928228508480899,0.49714383471460966,288.6000056261998,697.3621204063069,3.6670134444665394,71.18347091228591,283.48573331007805,200.56806524682946,0.9822790290491337,0.6949690275010217,658.5755105412208, 167,  2
2018,1054.3674626300656,941.7060718017942,950.184103864979,847.7473762959511,0.8123658319047145,0.5549331474362694,193.9000026889,691.5664003883189,0.2369098143950284,68.71677334028276,193.66309287450494,146.01030639752057,0.9987781856054165,0.7530185888227379,748.0429789272893, 189,  2
2019,994.2505396558496,904.1574675176021,913.4221227097811,760.8419135128422,0.8504305453072398,0.503921824453489,329.00000506710006,650.358217184915,3.6707215527796464,65.81752089993896,315.5379105595368,249.0343731414262,0.9590817802424725,0.7569433717505117,588.619556958065, 168,  2
2020,1040.871093549894,945.9612889937706,956.1084338911035,831.49751126552,0.8316561296921666,0.565917245508989,210.70000422019996,692.8005620360342,0.031783657268862675,83.0931022388628,196.85517452767172,149.78960390498193,0.9342912699799513,0.7109141001650796,749.1061144660982, 193,  2
2021,1060.9970599576955,881.0484480151532,898.9936665057455,765.2814265426787,0.7704513888145919,0.4723055620042494,219.8000037675,636.5723986692959,0.6620323807552381,56.165611066712856,219.13797138674474,171.3734122523802,0.9969880237970535,0.779678841287262,661.9104766284078, 159,  2
2022,1008.3632153880831,922.1114863911904,936.8405360240653,808.8650712191221,0.8269245410461393,0.548569740611076,228.00000494739996,774.8718200527055,0.5654816614057835,72.42789268654795,225.48577314978536,169.97453321040408,0.9889726677936054,0.7455023224653768,696.6257132414052, 186,  2
