#  3 - Alfalfa Hay
Year,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season,Cutting
1979,1018.6199725446517,976.7657042479954,986.0333134777414,839.1530822608531,0.9024222576883387,0.5657065803184894,285.90000426810013,945.3414602692689,5.203416192273737,62.0420043516628,280.6965880758264,222.92243093871866,0.9817998736810292,0.7797216775473539,696.0691161721685, 189,  2
1980,1011.3620955503831,955.6273351320588,968.2441092619908,796.2848293234392,0.8640343339445814,0.5324971592324311,228.40000453589997,721.1928831900876,0.5313831559956093,64.63976696303654,227.86862137990437,165.3081629416344,0.9976734538290604,0.7237660230240986,727.7587137521542, 181,  2
1981,1011.9856755286203,918.6334573397488,932.7631780234747,758.5222787704287,0.8618743670159505,0.4803062911475501,356.90000778399997,752.0333942899879,15.930026275114507,152.4917505145098,253.76795436199342,176.7874860378067,0.7110337596730363,0.4953417825219005,664.8655029777558, 159,  2
1982,932.1453094457573,803.0928758130776,820.3904068344383,662.4430186474899,0.8453652986896287,0.45272947912515954,287.0000057526999,489.02650075328506,0.11251306388405907,50.71708425879696,285.0730585053475,208.89632460798254,0.9932858982274279,0.7278617436265239,518.0198173077297, 151,  2
1983,928.8299737015742,855.9361441800279,865.6800196612248,657.0943479913545,0.915105608765452,0.4530261410573225,401.4000084112,483.5381039881795,7.340911499217123,48.353458276403956,394.0590969119829,279.91156970347305,0.9817117305794948,0.6973382258047378,461.8770472680451, 145,  1
1984,918.7479248982194,848.8766782859329,866.7538531128546,681.3533580394399,0.906240259685099,0.44709893330747325,287.80000612170016,487.23751812894636,5.310238343576571,48.72359835012922,282.4897677781236,192.95179285365575,0.9815488595183315,0.6704370700119563,566.3869105078096, 140,  2
1985,970.0500675837249,803.7703866958608,820.3168824765933,714.1973654079106,0.7053906814331515,0.44903880654011596,173.9000039401,718.2049510152747,1.069762529617926,70.83848853300272,166.9225401873421,129.9283535827899,0.9598765750737919,0.7471440519779622,636.8478465085185, 165,  2
1986,1013.4492168406701,920.1965295683289,927.5915966549217,809.923648555703,0.7900676126280656,0.5363418375672757,243.60000321319998,647.2644841626542,14.407244568802406,101.37614283543357,192.54306422522941,139.9567524430416,0.7904066571654136,0.5745351009726823,727.6534653430992, 186,  2
1987,1066.043599860671,852.7858413350697,882.7697583033131,748.6756193367978,0.7645019636455457,0.4704218011294897,241.60000529919992,562.8211070889737,1.511507201203707,49.28314042755045,240.08849809799622,187.8063228998968,0.9937437617216447,0.7773440346878947,612.6973432370736, 156,  2
1988,1065.3553019486005,831.9952413668196,859.3182042342431,756.7467033768525,0.7208961472839877,0.4614175781829463,203.80000338000002,696.2455148300322,2.68386733832757,49.030146473081615,201.1161360416725,151.7836539120068,0.9868308768703833,0.7447676712202751,630.8791053251465, 152,  2
1989,988.8168266745344,875.7867505505832,886.2307913922491,743.296278865705,0.7884832411966368,0.4908411327044653,238.90000501269998,644.7506629222473,1.7725799726825766,63.918122407199036,237.12742504001744,172.6271777315937,0.9925802430494369,0.7225917710734949,638.6593255105656, 171,  2
1990,1071.1325664458845,932.1117699778123,947.5982848027043,862.8947080869668,0.6960758605054951,0.5620785526463444,130.80000194920004,791.4549017884415,0.0,72.47733162258461,130.80000194920004,88.286351732473,1.0,0.6749720979879003,801.3117680286123, 186,  2
1991,1022.8220600049676,839.3918041034909,863.6689983324994,732.0617419847184,0.7231834653693799,0.472344735743312,226.4000040891999,651.3837143373664,0.5913700016823663,64.92342350880742,225.8086340875176,164.42198555465558,0.9973879417358609,0.7262455061170164,613.5831700159732, 161,  2
1992,1097.2489107031727,929.1050923561298,946.464407609722,820.5054957302714,0.7465557709287661,0.49407955634356837,219.4000039104,645.5146865059214,0.19744478246849204,63.89492341032219,219.2025591279315,164.1331600790587,0.9991000693758003,0.7481000781845405,709.9025332281979, 167,  2
1993,928.1991399203397,824.8423305164233,839.1514189410112,676.0873067998873,0.8223354447032628,0.4638372456202784,287.20000597899985,466.3777309213674,3.522807711601553,40.06790900519754,283.67719826739835,200.8234522918165,0.9877339566912854,0.6992459892445154,541.1651322490251, 146,  1
1994,1069.95398363755,925.4329022953943,940.4466508515359,825.1932378349057,0.7844822690439238,0.5143357108697185,189.9000037013,854.5100397315746,0.7284876687162172,65.1955373013632,189.17151603258378,145.36443389936088,0.9961638354159167,0.7654788365776412,736.2613862628106, 172,  2
1995,993.6091426349956,895.5298647027504,903.1212620173293,750.6619412674562,0.8447725976486654,0.5136373753509418,324.5000061998,643.3071064253961,5.765730706904989,106.17834284544888,276.88660323756187,196.37255700669792,0.853271488281816,0.6051542473185288,618.6432614651885, 190,  2
1996,1006.1904350986258,897.6265839182546,910.3429077345294,739.6039491835305,0.8657502742793927,0.4794072307376295,286.00000667679996,648.086720005101,2.9723792113558236,98.00698060493494,249.8293188610193,172.3949972308223,0.8735290665337079,0.6027796965251149,647.7972650572354, 170,  2
1997,992.103927027328,795.5842513179739,814.1643182722528,706.654274820921,0.7440341974558788,0.4585751768167577,227.60000503069998,484.793100022472,5.953583570453554,79.17499016486113,190.95074129763253,141.92612441956663,0.8389751189674887,0.6235769827879521,604.6335100203411, 156,  2
1998,953.5530136406754,921.8811062054043,933.2479077171886,749.6223168744593,0.9482792106894481,0.5323676144517001,354.30000656860034,713.2308740637429,8.704606786157246,85.4940767770296,324.7622838743507,230.14545316519016,0.9166307588297194,0.6495778969753672,597.1188223310533, 178,  2
1999,1031.4907111563466,708.1306191278251,741.2037372354491,632.2652964834001,0.6038949668913148,0.3933481383820064,144.5000022053,486.33748156650313,2.326286827031727,64.4787842878905,126.32867924702816,80.31814948505821,0.8742469018619479,0.555834936050349,581.8019398807968, 123,  1
2000,1036.309466120435,950.5529378202522,963.4583183473264,788.6049438860463,0.8791820870251593,0.4759023232124319,234.5000039043,739.8866594599195,3.8692352365834393,65.14536816266434,230.63076866771655,161.7410840353535,0.9835000632317153,0.6897274257673804,719.9221691525355, 164,  2
2001,1057.3229128978967,821.8865259413684,855.0681319772407,723.6995392860302,0.6856877941581633,0.4304522947486274,160.90000325460005,720.5793253993136,0.0008844553024344484,64.55624174567745,160.8991187992976,107.65731992146843,0.9999945030746765,0.669094578892686,660.9874071420707, 133,  2
2002,1105.6801055158421,817.6195879825198,842.0136546145992,773.637108384055,0.5564849470671656,0.45642656865213677,86.20000195500002,617.9240179922265,0.0,59.4993228488527,86.20000195500002,55.671695523041336,1.0,0.6458433208865154,731.4195860275199, 157,  2
2003,1091.8104919202133,909.4371426547334,925.7841853367042,811.6325688764882,0.7566772842018177,0.4955093335660395,203.90000224090008,684.6410795546279,0.18165794034301352,48.893500451741104,203.71834430055708,146.81820872917356,0.9991090831861376,0.7200500594193886,705.718798354176, 172,  2
2004,1029.6787690543506,841.1682621212392,862.7938231837614,721.9647223917851,0.7823748790030122,0.4466152427406813,251.3000052576,665.6423329462224,2.72204440533671,48.64227766769656,248.5779608522633,190.9984852457009,0.9891681482356262,0.7600417081166161,592.5903012689757, 147,  2
2005,1007.3252556517343,878.0565757860215,899.4442269972503,730.4908932425708,0.7954597035087688,0.4641279532288505,357.40000957280023,650.9923124639898,14.73854384089486,132.0216012293219,275.73825130702227,209.58470018833586,0.7715115946320534,0.5864149260624032,602.318324478999, 152,  2
2006,1056.33723500665,892.2592765830734,913.5565790609093,729.7539740926393,0.7649101144181254,0.4350117280382908,225.1000043748,644.6927241706389,0.07444056148502799,65.98545578298813,223.50938044739073,129.88320560289688,0.9929337010373361,0.5770022349117171,668.7498961356829, 141,  2
