#  3 - Alfalfa Hay
Year,PMeto_mm,ETact,ETpot,ETbas,Kc,Kcb,PPT,Irrigation,Runoff,DPerc,P_rz,P_eft,P_rz_fraction,P_eft_fraction,NIWR,Season,Cutting
1979,1009.315984533238,1009.6483629965512,1013.3960945041423,845.7718200692373,0.9666142001889814,0.5745899234646455,331.80000630020015,940.9760072520528,5.910338713959528,58.94528374670072,325.88966758624065,258.2762605956203,0.9821870445999569,0.7784094505469709,683.7586954103101, 192,  2
1980,960.2263296288286,893.8544534736438,906.3537846865524,748.7928803293568,0.9149647108356391,0.5246773486513571,264.90000447680006,678.4758559230365,4.486222856163517,59.73757444817885,260.4137816206365,197.04976111600664,0.9830644666653583,0.7438646953034093,633.4406718530067, 179,  2
1981,974.7596231958079,938.3573140335839,950.6248908462023,800.0372116632318,0.9611950528759255,0.6063911055494506,389.5000076593001,784.6529801405156,21.341344006265146,175.1231603947332,281.4737001747427,225.52540320596142,0.7226539015140426,0.5790125770760728,667.7678491026767, 212,  2
1982,917.1095383112124,799.6555378412863,816.8130850403493,647.4943604505304,0.8842562263333237,0.4468342438434534,326.40000626490007,392.18200411347016,1.9314514258650062,58.198345856971,305.4884093934111,228.09223779813942,0.9359326088538199,0.698811989645074,494.1671284478753, 157,  2
1983,911.6550637908572,859.4861287085025,863.9980994788214,648.7978261021087,0.9443731632916392,0.4535309743009835,451.10000789160034,591.937364889286,9.893265790219546,127.64567621679608,372.75376994574276,257.74689285952127,0.8263217987691008,0.5713741705840494,486.7323587627586, 155,  2
1984,901.462604578876,829.6693870251505,845.7886024279564,662.0755302356702,0.9273134414259536,0.43936923682721574,298.20000559140016,396.6063164079786,1.719135047793345,41.42167019816257,294.71983198624207,200.2185734348372,0.9883293979211835,0.6714237749183039,534.9495550389083, 143,  2
1985,950.6739911518243,848.2639634022147,863.799550105712,724.0129504831488,0.8383799975872004,0.46837687985738213,200.1000041669,663.0287983790957,1.0034117241974543,58.19271752179112,199.09659244270253,159.20702853282305,0.9949854487591088,0.7956373074336929,649.1673709595125, 163,  2
1986,998.3679969244372,931.9321709262703,934.4247678986338,807.4133347758482,0.8317660266706075,0.5444058990439229,249.5000020569999,706.3138614953879,15.24697774687768,59.18421070011277,234.25302431012227,179.8580520959961,0.9388898692538112,0.7208739503533405,697.6791466161475, 187,  2
1987,1029.0705981281778,861.6282616293581,882.5665686612703,737.4272891003952,0.8137802421904874,0.47166739990694617,251.50000509629996,682.0148799254196,2.7008891980610104,58.90491930103639,248.7991158982389,197.69586522489635,0.9892608781577286,0.7860670426197333,612.8291457311194, 154,  2
1988,1044.6240331174765,825.4012063447489,850.0942338168438,744.570439912918,0.7554171932057533,0.45591623913490126,216.20000371420005,590.5355458910316,0.9506214772443451,59.053214311494216,215.2493822369557,165.1648199134559,0.9956030459717244,0.7639445748196712,610.1518241077933, 152,  2
1989,982.151334868614,867.2488985039353,878.2868571207032,749.5519095355886,0.7954244042599634,0.4975539750504035,253.60000428560002,588.6215091881143,5.789195572378572,58.861693970564005,247.81080871322152,188.52435723496842,0.9771719421350687,0.7433925632850364,619.4380897907141, 170,  2
1990,1029.2096467328015,930.2611752994651,943.8525085183328,830.1032011911252,0.7909141800789992,0.5500110197338225,163.90000191300004,769.2071661511823,0.0,64.68983514780938,163.90000191300004,115.72113832742956,1.0,0.7060472054713924,766.3611733864648, 183,  2
1991,1000.7538214123767,927.2363767868616,941.469054491073,798.8740188147932,0.8712371145024171,0.5414059980122207,233.0000040537,788.8344258970947,1.3120553169623692,98.92751620515551,211.6425525780203,138.89380064104583,0.9083371197248674,0.5961107219939562,715.5938242088412, 188,  2
1992,1061.7256228888034,936.8107068149478,953.6577385298225,815.7687841517522,0.8166459241980077,0.5041895953522091,251.20000341529996,590.7156098716852,0.8583420858321769,59.07156098716852,250.3416613294678,189.38552449389883,0.9965830331442588,0.7539232560470731,686.4690454854797, 170,  2
1993,913.0629434135923,803.5811183776399,817.9249699933904,631.0956815111098,0.848596365224339,0.43074992787174143,299.60000407690006,593.0456112212689,2.38233297970753,59.303666213682234,297.2176710971926,216.4305804296858,0.9920482878928933,0.7223984562234295,506.3634472804476, 134,  1
1994,1051.3412710682535,915.7617363181631,931.1898097104223,815.2482441797841,0.8331223824210078,0.5139039224711844,193.1000027658,592.5204163880611,0.7010029389611111,59.25178589277932,192.39899982683892,145.74204652617905,0.9963697414349014,0.7547490649336824,723.3627364913237, 171,  2
1995,981.1347628599567,891.1414793387302,899.8842754482013,740.5879991810558,0.8514310994271957,0.512985235153527,339.70000621720015,685.0821531083881,6.579984809879955,59.21934048509907,333.12002140732017,250.6774775586624,0.9806300126892761,0.7379378068023413,558.02145793141, 188,  2
1996,990.3005480291764,885.3813242087207,896.6330273994054,745.7500214024614,0.8728638911270474,0.49008831684831744,338.20000550149996,593.2176950796007,10.01974296714997,72.68346326763354,314.8185687746765,243.44971384672317,0.9308650610689605,0.7198394733486881,570.5627554340435, 169,  2
1997,970.8241968086357,867.7906129342897,882.285397247454,771.3368661597933,0.8577795181351784,0.5509498555088259,241.00000402380007,587.6675253504009,6.750559516342042,93.17399902926006,199.84219801323806,152.43319899016157,0.8292207247992517,0.632502889813678,667.9484149210513, 190,  2
1998,926.2501721001943,898.2928458155193,906.6265763431023,733.9521908512443,0.9705094499620787,0.5348491053014567,391.9000072481,589.57003361208,3.3393684587388726,58.956673665799414,388.56063878936124,293.3779211055897,0.9914790293519319,0.7486040206165677,509.732207026157, 177,  2
