date_mean,pr_mean
2017-08-01,8.046470485696533
2017-09-01,28.952025517271153
2017-10-01,5.878565191758636
2017-11-01,22.323237642674957
2017-12-01,0.4028203740069274
2018-01-01,9.624372179419948
2018-02-01,6.776290688130428
2018-03-01,43.34724277569252
2018-04-01,15.159661681650057
2018-05-01,42.27282534687548
2018-06-01,1.6526486197243049
2018-07-01,14.102733519635413
2018-08-01,1.3950518680358586
2018-09-01,0.1292190186774051
2018-10-01,31.051784394777673
2018-11-01,20.134846919165888
2018-12-01,16.51142847906942
2019-01-01,20.045047539617396
2019-02-01,58.134731336588864
2019-03-01,53.894652058000794
2019-04-01,34.519760592642946
2019-05-01,97.61721027264913
2019-06-01,7.551156708485803
2019-07-01,7.880228279869519
2019-08-01,2.1308163916353347
2019-09-01,15.635697173368769
2019-10-01,0.06261844857557278
2019-11-01,18.802289071247916
2019-12-01,25.363914576871977
2020-01-01,6.462205606363411
2020-02-01,2.0253105794698514
2020-03-01,11.301739650675815
2020-04-01,9.94519404360751
2020-05-01,12.96206254678477
2020-06-01,4.704694975295686
2020-07-01,2.0145614750550767
2020-08-01,6.664115671252168
2020-09-01,2.807522704405623
2020-10-01,0.0
2020-11-01,10.61049571636518
2020-12-01,13.15482313056405
