annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,eff_factor,soil_depth_mm,ksat_mean_micromps,elevation_m,annual_et_ssebop_m3,annual_et_eemetric_m3,annual_et_pt_jpl_m3,annual_et_sims_m3,annual_et_geesebal_m3,annual_et_disalexi_m3,annual_net_et_ensemble_mm,HSG_1.0,HSG_2.0,HSG_3.0,HSG_4.0,HSG_5.0,HSG_6.0,HSG_7.0,HSG_8.0,HSG_10.0,HSG_12.0,CV,RMSE,MAE
1647.0415036633508,1448.9600023117441,1736.2300815321673,1934.8729167019728,1377.5025310507688,1804.0842234146521,1430.4338878916678,488.6177637634046,475.02823230772833,578.8837945375498,542.815063372564,2618.347853057935,3608.0204833954376,730.2860171930528,6.774885332211049,177.7322207528125,47.528963148311064,0.0,537.9599536931568,1.3598631975157276,1.9443756143820523,3040.0,16.912802629551123,3527.776997570114,672114.5315838282,805594.5152637882,639433.2884791322,898797.0283713161,837254.8109603804,663556.0264495044,583.562681608076,False,False,False,False,False,False,False,False,False,True,17.828020296653445,21.909063856836863,18.359914355849234
753.5087857013465,710.4468329207173,762.9793161370359,900.5025306032834,740.2333686481383,663.0109896745365,701.2998611194976,180.90000015497208,175.8687744715186,289.33331298828125,271.1000061035156,1280.0999996215105,1767.699999988079,370.6999991126359,3.081095933914185,85.625,22.185714721679688,0.0,245.0006262346069,0.773979224463594,0.9721878071910262,1581.0566439515242,153.09202718542335,1797.1727698396571,350799.94152648747,376739.09866899287,365507.74865189695,444644.4412756478,327377.3710174332,346283.4076715602,577.640011229828,True,False,False,False,False,False,False,False,False,False,12.878054414465243,14.829206083439134,7.522361813468372
700.0350846455973,658.6518521617705,662.4859211647986,874.6578092468009,719.5977019910149,712.5269914073089,657.192707979227,229.60000076889992,223.2143212785748,289.3999938964844,271.125,1261.9999995976686,1728.8000049889088,367.1899985726923,2.980273962020874,84.55000305175781,22.16666603088379,0.0,254.2623609895727,0.8323878113003633,0.9721878071910262,1522.599034376881,34.183402692306416,1788.3867536957284,682253.720812218,686225.1783198244,745383.4799977309,905999.9494991612,738059.4003816383,680742.2902370598,476.82076336702255,False,False,False,False,True,False,False,False,False,False,12.426455515155443,12.821607583096213,6.35470720816874
1432.1148686820202,1382.3989366235783,1380.600009969091,1817.680566635779,1469.6774762635714,1318.256387590201,1394.1313111621857,419.84361012826423,408.16683869376084,578.7245648039011,541.8730231077225,2536.6664232791754,3482.9328545953003,736.460909791409,6.044412282576869,171.88963280548376,45.094467481606856,0.0,505.4793316991244,1.6842926423939422,1.9443756143820523,3090.7545169465425,313.5363243661793,3577.385552588103,428672.9245686338,428105.68915688514,455738.8886694994,563656.1834025886,408787.5494206786,432313.8537441755,511.9659507508918,False,True,False,False,False,False,False,False,False,False,10.407295519399442,10.353847927188129,5.29073519146967
1660.6260816014371,1679.3438446364662,1665.2654270265125,1809.0793852457177,1590.94326877808,1505.213043098286,1665.4074610036237,367.4000023007393,357.18180259873367,579.1600341796874,542.0999755859375,2633.599994033575,3652.40000551939,770.8199985958636,6.305753231048584,163.14999389648438,42.29999923706056,0.0,478.56403501335126,1.5835113404407797,1.9443756143820523,3043.6918210781646,278.46865497532514,3607.772193143232,808860.2373151083,802131.7138222677,766305.8374577869,871357.5378178011,724993.2297954687,802148.1907685753,651.6824571572494,False,True,False,False,False,False,False,False,False,False,15.887772375948364,17.398318781962963,10.051409495469915
1574.8845656324784,1555.99711515034,1508.75108617279,1684.5720646611835,1547.8369005131199,1531.634899429897,1600.7974964888144,349.0267215866754,339.3195231104204,579.142266640783,541.6691702120987,2590.5409372370664,3584.9846950064148,744.7759580342264,6.293951752577643,172.78380736943834,43.65441203953061,0.0,485.04059491202935,1.3752621213254388,1.9443756143820523,3038.3857595875224,205.2279824400772,3589.841030106625,806605.4239612906,780885.6699462226,802370.3712431423,871214.3798334831,794927.336341458,830033.9942965888,613.3160354085555,False,True,False,False,False,False,False,False,False,False,9.70154607470066,10.000289474698647,5.093621793620661
711.4935447338619,684.8602088838556,633.48035736756,893.5878251150426,743.2505851264623,663.6749968541588,727.7504215427201,209.6999995112419,203.86778269279355,289.125,270.6142883300781,1266.299999341369,1741.7999993264675,365.2399988789112,3.056164264678955,87.4000015258789,22.375,0.0,260.8619505367608,0.8278280065033264,0.9721878071910262,1564.3224617583328,155.4551942391116,1783.1551580112712,368411.95475462463,340772.8084199732,399822.3248876116,480694.3564907805,357015.63580586907,391484.2064061635,507.62576204106836,True,False,False,False,False,False,False,False,False,False,17.516444486110387,18.179321708834692,9.781014104203017
784.2038485258374,796.0487517944413,723.2539529532489,927.7191550449068,746.113030364278,770.0162989681642,776.186684079873,215.5847335329377,209.58884935724845,289.36947266191834,271.1417828020279,1265.1825548013896,1735.2980285777317,368.7982462388893,3.001478147812403,84.5022302463861,22.35083085338293,0.0,251.22992001712765,0.8541357848935887,0.9721878071910262,1521.8795416539558,106.51171872718643,1789.987455568567,415930.31718825933,377895.50625058566,389839.2261506144,484727.25012084673,402328.5291861875,405552.5154444431,574.614999168589,False,False,False,False,True,False,False,False,False,False,8.403916238075002,8.554484140329599,4.287718248661171
760.2957498066577,753.1752599689539,786.0905231649166,869.683330273239,768.5197153555549,685.4187544858202,714.987637217428,182.5767015034785,177.49884307883605,289.57838877169337,271.0235322806875,1313.942909218681,1821.7434338691576,383.78121491378187,3.15113715394764,82.18243414086483,21.226921116435623,0.0,240.4359096551512,0.8661300959862241,0.9721878071910262,1519.9707642008009,134.16798983240616,1802.553635220407,366939.8568880389,382975.86153197335,374415.53029746073,423701.4858421262,333929.5288187931,348335.2085782724,582.7969067278217,True,False,False,False,False,False,False,False,False,False,14.644266997686488,16.22219995718755,9.31690394966455
861.194624573379,850.630511945393,817.3113822525597,972.0578213879407,800.4354835039819,836.5014846416383,887.0503754266213,214.0999988913536,208.1454084417862,289.04998779296875,270.33331298828125,1270.700001090765,1746.3000029921532,365.8499994724989,3.0728766918182373,87.9000015258789,22.18000030517578,0.0,273.07795661883574,0.7507752192237407,0.9721878071910262,1589.386973867115,145.50366062329817,1777.2108886107633,404558.56451947155,388712.0376311484,380685.8861155079,462309.20632185775,397838.8208425243,421879.79563339456,653.0492161315929,True,False,False,False,False,False,False,False,False,False,9.887385647214286,11.005788090013622,6.182909307422303
543.2400787474782,513.5752002037409,480.0087843054822,646.7897773680419,629.2445012188072,501.45927405173535,534.884611497617,183.70000115036964,178.59090129936683,289.5800170898437,271.04998779296875,1316.7999970167875,1826.200002759695,385.4099992979318,3.152876615524292,81.57499694824219,21.14999961853028,0.0,237.02523419779143,0.5497981448046939,0.9721878071910262,1524.6603823794678,148.42067499480714,1806.153465886813,344587.9948197957,322066.299957817,422197.3740950739,433969.5381801502,336458.70295280515,358885.7399321649,364.64917744811135,True,False,False,False,False,False,False,False,False,False,24.420577749661977,27.0498219776356,12.679524162998373
894.3789687593139,872.5765735497333,850.619849892974,978.7687918281088,821.5473595794833,929.9520199420164,901.1154144200292,229.60000076889992,223.2143212785748,289.3999938964844,271.125,1261.9999995976686,1728.8000049889088,367.1899985726923,2.980273962020874,84.55000305175781,22.16666603088379,0.0,256.63813999741444,0.8341728070614819,0.9721878071910262,1546.8322929907074,136.15368718194608,1786.180518523335,435923.22108846443,424954.0454411442,410429.9635362595,488974.9018803511,464586.93973606,450180.701538232,671.1646474807391,True,False,False,False,False,False,False,False,False,False,10.182852113256665,10.264540090143159,8.477964027340837
763.1896582127486,765.1797832062654,720.3013484777763,871.3004056100746,768.9461646180177,699.6058451325139,754.7525854468126,180.90000015497208,175.8687744715186,289.33331298828125,271.1000061035156,1280.0999996215105,1767.699999988079,370.6999991126359,3.081095933914185,85.625,22.185714721679688,0.0,244.8622113577497,0.8435568336732626,0.9721878071910262,1603.6338051450982,128.71084779254534,1797.184972327545,399835.87716469174,376385.1683126432,401803.95636458206,455287.985382052,365570.97155126947,394387.26514693716,587.3208837412301,True,False,False,False,False,False,False,False,False,False,12.557743473534812,13.036624216046029,6.701796413401312
809.0378318713214,882.8751320055827,775.1761524949715,771.4779785731728,697.0622429539532,803.554704705501,904.39471128588,180.90000015497208,175.8687744715186,289.33331298828125,271.1000061035156,1280.0999996215105,1767.699999988079,370.6999991126359,3.081095933914185,85.625,22.185714721679688,0.0,248.6226757781241,0.8216242170455831,0.9721878071910262,1586.9092910984396,137.06998969518148,1793.777203529678,450901.11510495987,395897.1986998325,356002.9399984441,394008.4709684226,410390.6648457463,461891.5733728616,633.1690573998028,True,False,False,False,False,False,False,False,False,False,9.876233153867506,10.711411567408952,6.0233270618499475
