dri_field_,area_m2,annual_et_ensemble_mm,annual_et_ssebop_mm,annual_et_eemetric_mm,annual_et_sims_mm,annual_et_pt_jpl_mm,annual_et_geesebal_mm,annual_et_disalexi_mm,annual_gridmet_precip_mm,annual_gridmet_precip_eff_mm,annual_tmmx_K,annual_tmmn_K,annual_eto_mm,annual_etr_mm,annual_vpd_kPa,annual_vs_mps,annual_rmax,annual_rmin,annual_daymet_precip_mm,annual_daymet_precip_eff_mm,annual_ndvi,YEAR,eff_factor,HSG,soil_depth_mm,ksat_mean_micromps,elevation_m
189,472527.91427818965,795.2955106918382,834.274736007538,923.9444150800311,911.1740358019786,689.963943053465,780.7333992117568,680.0234921692767,88.53821479034734,88.42177472162501,292.65475100408247,271.3217203616959,1446.3763198059798,2048.488765183068,454.3680731318278,3.2078533380003598,73.85014524855319,16.224087372389864,,93.10003227591068,0.7265111374177042,2020,0.9986848608931412,5.0,1491.9673139906797,102.6105847540698,1816.9529625331752
190,488285.7640266189,894.9142801664361,905.2852149791956,988.404310679612,991.6766319877938,777.2397170596392,810.1768099861301,908.457714285714,67.90000039339066,67.81070244751758,292.2749938964844,270.1142883300781,1377.7000026851892,1935.900004439056,410.73999998159707,3.1765027046203613,83.2249984741211,18.625,,102.7207494937604,0.8536921297034842,2020,0.9986848608931412,1.0,1561.4279793104301,134.70231139764655,1792.8691308691318
191,494729.79928127775,983.4946187677664,1001.0779826814686,1127.1686886224588,1060.0768432895202,817.7910219685722,904.176893290028,1022.6831234698402,68.3589402926706,68.26903877698811,292.2372984577547,270.1227217841252,1372.4549731818229,1927.049018272272,410.2515567609982,3.1567979936368484,83.05289548677368,18.64958631969421,,104.01413066192778,0.8551704528079016,2020,0.9986848608931412,1.0,1541.4899374341828,154.38227793101544,1793.6686786252228
192,502161.5399950285,804.7322184315079,773.2658004404907,871.0856311539127,907.4680533794378,726.6473052340644,743.3973592157536,813.4020826135769,69.30000019073486,69.2088610503787,292.1600036621094,270.1400146484375,1361.6999986469746,1908.9000010415912,409.2500000689178,3.1163933277130127,82.69999694824219,18.700000762939453,,97.55294504184226,0.8534763520629361,2020,0.9986848608931412,1.0,1582.793718782868,113.37301064145736,1798.1711917937637
193,498293.3339650572,816.9949725503418,808.3766180063221,909.679238918118,897.2601103541336,717.7988802498485,768.406156993541,825.5629437785304,72.73616368467651,72.64050551133099,292.2659419123406,270.53516615690927,1381.3720371024058,1941.715367916878,421.37965922542793,3.1260165928109185,80.16582869094843,17.819482451858562,,97.45549714002176,0.8665027106843635,2020,0.9986848608931412,1.0,1579.8556629302307,126.4698944237575,1799.7832928003656
194,493773.6721047994,635.7224311224066,618.9396610876593,723.0950425698928,586.7607564362959,511.3798244506534,644.7606479626285,672.5962255243696,69.30000019073486,69.2088610503787,292.1600036621094,270.1400146484375,1361.6999986469746,1908.9000010415912,409.2500000689178,3.1163933277130127,82.69999694824219,18.700000762939453,,100.33656546844772,0.6890205961245731,2020,0.9986848608931412,1.0,1581.0566439515242,153.09202718542335,1797.1727698396571
195,499845.7164586631,754.8388129340274,760.4728407118059,806.0639431423609,854.0992832377468,673.0636284722219,737.4006618923607,767.228526475694,68.34153353260187,68.25165490923023,292.23872817754744,270.12240191847087,1372.653907661613,1927.3847201644344,410.2700825286675,3.157545357674825,83.0594230417162,18.64865380506961,,97.8910901647498,0.8151751402092894,2020,0.9986848608931412,1.0,1539.1412173928254,155.33569866710755,1799.5761461920126
196,464782.5091527717,857.2524664120326,888.9847567888106,1004.32317119254,1063.3639999767463,757.7311044061141,781.3889460557759,658.0506711780064,87.19999957084656,87.08531944129287,291.5666809082031,270.0800170898437,1401.9999996572733,1979.699998870492,403.9399994276464,3.4327869415283203,88.4000015258789,19.6875,,114.5054090739484,0.8306547387213897,2020,0.9986848608931412,5.0,1520.0,4.744482523170605,1765.275412275552
197,501481.40175401705,844.9848707450658,839.5479696226605,963.3929447223152,900.4699181895795,720.5339422484847,788.523074679428,859.29838822932,69.96852418056909,69.8765058381698,292.29500510033785,270.0731986581897,1373.438076238206,1928.475426790955,409.4867321795711,3.171522642193117,84.32985694706483,18.741986250446985,,105.66480091066316,0.8256876428549467,2020,0.9986848608931412,1.0,1542.9594184296043,158.13429445569855,1792.7775917293689
198,395843.7196661771,845.8908593143467,802.8999850175026,1014.9306787071472,997.8943398813808,722.7282583527431,839.9970988436235,727.3061469102008,117.69999998807909,117.54520811521748,291.3499755859375,270.6166687011719,1404.4999969154596,1978.80000038445,399.129999961704,3.472677707672119,87.25,20.19999885559082,,129.50176948057847,0.802739076173371,2020,0.9986848608931412,3.0,1508.6183770445537,43.30080679389692,1766.5991885194555
200,308410.9098078512,231.5232316864969,269.5296579378212,159.62533378859902,513.2069830440455,293.0100508671936,309.4168308249939,165.6316549785938,90.29999974370004,90.18124268268777,291.6000061035156,270.33331298828125,1415.3999991565945,2000.499997317791,405.2200001981109,3.4855191707611084,87.13333129882812,19.65714263916016,,121.81709021020347,0.2588545474652349,2020,0.9986848608931412,6.0,1519.8434289870409,5.150496331068722,1760.981797965295
201,494183.7908844731,468.94487797414143,552.8501754155876,446.48871547701,630.6413147464809,407.5240335748712,537.1929626107963,418.782402701728,90.29999974370004,90.18124268268777,291.6000061035156,270.33331298828125,1415.3999991565945,2000.499997317791,405.2200001981109,3.4855191707611084,87.13333129882812,19.65714263916016,,119.04742326357088,0.5419220839651386,2020,0.9986848608931412,3.0,1474.8506648676573,25.07280557095053,1766.427117940198
202,381542.06015377096,254.40277453539625,313.8042403276809,176.36089475583103,,237.24955962562888,391.0589854057458,211.82100638808123,90.29999974370004,90.18124268268777,291.6000061035156,270.33331298828125,1415.3999991565945,2000.499997317791,405.2200001981109,3.4855191707611084,87.13333129882812,19.65714263916016,,119.10642984616597,0.1694766855111915,2020,0.9986848608931412,7.0,1520.0,2.155607811951932,1761.5839449151345
203,419242.2347388341,219.2609468599033,243.2088244766506,161.30103703703708,209.0,256.9343252818036,313.6904412238324,183.91921417069236,90.29999974370004,90.18124268268777,291.6000061035156,270.33331298828125,1415.3999991565945,2000.499997317791,405.2200001981109,3.4855191707611084,87.13333129882812,19.65714263916016,,117.17295797536768,0.2026591852640376,2020,0.9986848608931412,6.0,1519.7849793156695,2.378819297886983,1762.485537442921
204,832664.1575736649,199.8096868979742,203.21365791641512,157.36060895003462,253.21748799774076,260.270054551233,278.01052430156915,170.2572826869562,90.29999974370004,90.18124268268777,291.6000061035156,270.33331298828125,1415.3999991565945,2000.499997317791,405.2200001981109,3.4855191707611084,87.13333129882812,19.65714263916016,,116.08685439685355,0.2239408223745163,2020,0.9986848608931412,3.0,1515.6588197576082,11.214439244912665,1762.917758409857
205,339869.11857884383,136.31153396390016,83.70778874684785,110.75281408354353,122.07656308498686,263.6271408911199,223.6552697940449,122.86231474778656,85.79999974370003,85.68716080866862,291.3999938964844,270.1166687011719,1389.2000011652708,1956.7999993115664,401.1499995589256,3.3825137615203857,88.03333282470703,19.96571350097656,,115.8637518177546,0.1874492951881672,2020,0.9986848608931412,7.0,1520.0,4.461389173072062,1768.2665802841077
206,589545.0221860192,83.28556949253594,33.032708844504555,70.88456511270608,130.93000161039242,245.7391226581669,131.47741062624684,77.60992914306674,85.79999974370003,85.68716080866862,291.3999938964844,270.1166687011719,1389.2000011652708,1956.7999993115664,401.1499995589256,3.3825137615203857,88.03333282470703,19.96571350097656,,116.39341483442035,0.2059883901331499,2020,0.9986848608931412,3.0,1498.136683564626,12.604222090876236,1774.4104461870054
207,2144505.9015672244,97.31725488365402,55.60786305203299,71.92235611467676,102.41176470588236,208.02705423843005,147.52291781532276,99.82482560406156,87.96742159530017,87.85173219903427,291.5335954291978,270.4088884629491,1373.4675269337615,1925.4825727479304,396.8942188900744,3.334698931650612,87.30611290052917,20.12983553024297,,109.65862250621758,0.1658750390546247,2020,0.9986848608931412,2.9999999999999987,1462.3828325820218,22.783332946442,1786.8328725813667
208,306031.9862893059,319.3265511577387,255.69955315353516,275.1255055723344,275.1953374233129,389.0540454617708,504.0211324820293,209.19934121054771,114.09999987483025,113.94994250290227,291.45001220703125,270.6222229003906,1387.59999884665,1948.800002202392,403.96000011637807,3.306284189224243,84.44999694824219,19.65714263916016,,128.94195352262926,0.2950937148719096,2020,0.9986848608931412,5.0,1520.0,3.737576887148235,1772.721212067717
209,1078888.3733727862,151.13866301485118,74.0875033797656,109.90190668843094,26.35,273.78172973893226,280.02272704513416,98.28320431808876,111.18876830525964,111.04253960781676,291.5090212620024,270.51511816399363,1385.4362460992177,1945.2199738296065,404.8255011366517,3.278229563143534,85.18436253632036,19.516638957737555,,123.61206458069296,0.1954899845954899,2020,0.9986848608931412,5.0,1520.0,3.962724355281278,1770.3755576473377
210,464129.7687050992,827.9500393047426,758.0096136489357,1005.4114886307397,915.677634116973,714.7396104463269,937.7148688386172,606.8456342620897,106.7000005543232,106.55967521089237,291.6000061035156,270.3499755859375,1382.100000485778,1939.700002118945,406.1599992606789,3.234972715377808,86.31666564941406,19.299999237060547,,121.02063115254272,0.7028027137653321,2020,0.9986848608931412,5.0,1520.0,4.094647654846735,1770.223687658311
211,348316.13944476424,140.99181912028374,61.79366175865626,118.96800608520836,514.7808077321366,256.29847792171506,260.81359392100075,76.15110566064097,106.7000005543232,106.55967521089237,291.6000061035156,270.3499755859375,1382.100000485778,1939.700002118945,406.1599992606789,3.234972715377808,86.31666564941406,19.299999237060547,,120.49388100319916,0.1841627223345179,2020,0.9986848608931412,5.0,1520.0,2.997583824474702,1766.7320411552
213,590187.6449346853,406.2489451090168,334.2409320608972,452.4839716130096,464.32190449887065,372.7666457444713,466.82863805670985,353.1734007119655,103.7058192901548,103.569431711598,291.5489528810449,270.172046664016,1361.7415628526612,1905.348818651512,402.50085627506616,3.1645161082912816,85.55134981111519,19.548564755762413,,115.1681848679652,0.5136158128297548,2020,0.9986848608931412,5.0,1523.3478036852218,33.61473655723477,1777.0612910764762
215,514904.50494420616,829.5751164575862,776.6421360897584,918.992844299098,960.118396385389,738.710065300371,834.09485904163,752.8731795287011,94.94544304351852,94.82057657835358,291.7542841373228,269.8897347036741,1352.8798134076033,1891.064983139695,403.3844459831412,3.115012705122378,86.27706027931228,19.702956723971813,,107.48819183839773,0.8145331181268096,2020,0.9986848608931412,1.0,1586.8952967884238,155.31417870004574,1778.7351607053683
216,527187.45067968,822.7689143174101,813.6120221666395,909.6497198354448,899.2624920838415,695.446624928739,861.2288618282851,751.6908483002666,98.20000004768372,98.07085338732747,291.7333374023437,270.3099975585937,1346.800000295043,1877.9999997466805,405.0300000347197,3.063934326171875,85.4000015258789,19.479999542236328,,105.02619675859036,0.8165215858346874,2020,0.9986848608931412,1.0,1522.4160375623044,108.91333634126136,1784.5476584163507
217,521554.2672956888,894.318448194422,853.3418477781295,1033.9849626011533,979.0185399105006,764.9585679953077,905.0920567029832,831.9396946842252,98.20000004768372,98.07085338732747,291.7333374023437,270.3099975585937,1346.800000295043,1877.9999997466805,405.0300000347197,3.063934326171875,85.4000015258789,19.479999542236328,,105.02342876636696,0.8421621774334573,2020,0.9986848608931412,1.0,1539.65868920174,156.8411203505934,1784.4179855181544
218,517351.5256681388,656.445134174618,692.5834227481854,734.5482709348523,626.8871255807137,484.64654527183,776.7576377730207,638.3859999895323,98.20000004768372,98.07085338732747,291.78380185123694,270.36614488889114,1345.286042960078,1875.1991802855027,405.68100121959776,3.052972652904194,84.7045271499551,19.36771498839212,,104.43273217941346,0.57922921147057,2020,0.9986848608931412,5.0,1521.155211661554,63.48198710050958,1785.2121335824547
219,504821.389072477,865.442030929716,803.6178913703727,988.5525225640972,978.9602100042498,735.2503997681883,912.3794363536852,793.8084439626953,98.20000004768372,98.07085338732747,291.8666687011719,270.4583435058594,1342.799998268485,1870.6000002473595,406.7499996665865,3.034972667694092,83.5625,19.183334350585938,,102.8580985050149,0.8533729108422854,2020,0.9986848608931412,5.0,1520.0,56.46784381269412,1795.4079901263713
220,386200.1407548472,832.7662548035125,792.017236543155,955.600572213964,964.7036324676944,709.7321603882085,881.2630571372479,761.4102128972548,98.20000004768372,98.07085338732747,291.8666687011719,270.4583435058594,1342.799998268485,1870.6000002473595,406.7499996665865,3.034972667694092,83.5625,19.183334350585938,,102.89632651908109,0.8280314848753613,2020,0.9986848608931412,5.0,1520.0,36.10234882139133,1789.9266194012584
223,518746.05353713816,797.5353074813946,801.6937929233586,856.414132393263,898.3828388384186,679.4817182399795,799.5520407363883,757.9587779083433,91.36962802595116,91.249464254954,291.97970283489377,270.30413750941,1348.0802149809765,1881.693300459496,407.0794084338759,3.0603850436593505,83.84225430675987,19.16718622121227,,106.12410743862024,0.8550708495976018,2020,0.9986848608931412,5.0,1523.1499072082988,130.90077152215508,1789.6228679458109
228,505878.6642081742,700.1074965851568,682.3909901706083,745.9606395800407,747.9779276484397,606.6591209791898,681.3559846800761,746.8822026408118,71.85796663047998,71.76346340842474,292.34813402251865,270.0273463475536,1373.6812976877527,1928.725874903124,408.63314154695945,3.1838570351318034,85.61967482299791,18.842632270508734,,106.02390714446956,0.591750057608725,2020,0.9986848608931412,1.0,1557.3646565888114,157.23556673995662,1791.1061171124832
229,482381.24447305466,964.383887107552,1016.0998253603698,1074.8824635980257,1023.2941543792934,809.3150981856571,910.3523284348132,990.2051650653352,70.49999988079071,70.40728257391395,292.3999938964844,269.9833374023437,1379.0000003129244,1937.1000046655536,408.95000064745545,3.205191135406494,85.99500274658203,18.81999969482422,,107.86317498916736,0.8752469907519551,2020,0.9986848608931412,1.0,1529.8113793514133,158.79710901490853,1790.390526032074
230,520340.3719492869,953.8360731687008,991.095906384042,1061.5906748427938,1018.2260047896712,800.4674707450132,905.4980635489107,959.955248198893,69.14533496650806,69.05439923243635,292.3348657627652,270.0515661186009,1378.3226689582534,1936.47477446384,409.8826351753862,3.1902437437550204,84.55176107730453,18.718399965226443,,103.54033769228298,0.80274928782016,2020,0.9986848608931412,1.0,1520.0,152.18083473436818,1791.3261935752582
231,487190.533718758,905.606126865962,856.0680119955708,1076.7049456694094,1022.3662914596352,806.5963401267437,808.4612619830525,890.8163609353877,69.21685372583373,69.12582393464436,292.3261923567362,270.54070104246347,1398.2429131067229,1970.3137703979464,423.1359791344264,3.183698720545672,80.1596614620331,17.644675740883518,,98.05003348435962,0.8444450303180003,2020,0.9986848608931412,1.0,1519.9707642008007,134.16798983240616,1802.553635220407
232,552919.1582027525,139.91265814088155,71.76456270181669,87.50324869708601,410.0116492949112,208.26937685867676,190.05365748329007,233.50359221490476,72.66983107269668,72.57426013596316,292.26389685224416,270.5275380473239,1380.9922828514752,1941.0818913661403,421.1455050660885,3.1258308227476377,80.2147489475076,17.8364802110086,,95.16915034338012,0.1785222545478362,2020,0.9986848608931412,1.0,1597.3656181697518,139.47659697229182,1800.040204968426
238,504054.323818879,874.7347821170692,875.9839973292983,993.1503346453512,1009.6178226793892,772.7663243933036,842.0659598640954,768.3028661580125,81.02972284456648,80.92315748723502,292.48523973235893,271.0578260518033,1424.2153061288411,2010.509134405871,444.3638712105753,3.165979418151648,75.26048103543545,16.600664899755376,,93.2249005280152,0.7578183265303028,2020,0.9986848608931412,1.0,1519.99910868821,95.23954892025036,1819.357770550416
0,309639.1321896609,754.0126169164677,609.5961011803203,849.2118714509455,920.3936975488524,702.9399252784559,703.9004208555353,710.1488393661792,245.8000005185604,235.69557578618807,290.1000061035156,270.0714416503906,1298.0999999940395,1798.000000089407,378.2600003443658,3.145479440689087,87.66666412353516,22.18000030517578,,244.6324458785052,0.851635615064302,2021,0.9588916814033556,1.0,1560.1127221819536,156.94284262795043,1788.9209715805682
1,481071.53314006777,969.229294045981,898.2370721747178,1097.0588182207882,1028.5436709682158,817.0622024682448,966.9535060803648,944.876830313832,232.70000192523003,223.1340961086479,290.1500244140625,271.0800170898437,1356.999999895692,1896.000000268221,408.6799997333437,3.22219181060791,78.9000015258789,20.299999237060547,,237.2128802593033,0.8453559155554057,2021,0.9588916814033556,5.0,1519.8769918083403,126.04242998504472,1811.0112860196605
2,501239.4812881077,580.6659698340055,508.0416691489072,618.0170435159357,627.933416377816,519.1891304936497,624.2976468358197,582.8040076904327,236.10000041127205,226.3943263736976,290.16668701171875,271.6333312988281,1387.6999993920326,1946.49999922514,422.0500005558133,3.286301374435425,74.0999984741211,20.200000762939453,,238.81056261514487,0.3623258423364119,2021,0.9588916814033556,3.0,1518.660753359785,67.81879099683583,1820.818125690518
3,462084.5578080055,785.0650191854121,666.217264524002,874.1372079651727,930.5410060608197,728.7651400476411,743.6292345783315,718.631634221612,236.8000010848045,227.06555119652464,290.1000061035156,270.29998779296875,1300.900001823902,1805.0999987274408,383.2699984423816,3.1306848526000977,85.0999984741211,21.68000030517578,,237.4024032660011,0.8280894779751833,2021,0.9588916814033556,1.0,1528.7095503018927,60.26242455624827,1805.350268665823
4,524721.6388003868,799.71740422124,658.7346198558473,884.9942907334204,948.0235547034468,741.3441680229412,803.839313854659,697.0852308248725,241.2019535213463,231.2865467698587,289.96956492931554,270.67171304783506,1291.362436326168,1783.4326090312131,380.6679552061115,3.1025445276261503,83.64898407704581,21.87564247567128,,240.9705928069,0.8402092422529058,2021,0.9588916814033556,3.0,1521.7953168196927,40.28211634598211,1811.20486950592
5,503693.8472206704,790.6368686841524,691.8801178868564,844.12325415051,931.2561672586368,750.2692198062825,738.8056534061882,767.2639815855566,218.59999945759773,209.6137210346685,290.3800048828125,270.1333312988281,1337.9000007510183,1864.599995240569,384.5399990975857,3.3098630905151367,86.80000305175781,21.200000762939453,,259.43724653641925,0.8083116910552413,2021,0.9588916814033556,1.0,1519.1402210979163,113.259656448032,1797.3839449516609
6,485005.5213104429,948.0129513848152,810.2317001625911,1015.5092777284232,1030.37262890804,835.6402219279574,908.067785246149,977.469272588098,215.0,206.16171150172144,290.3666687011719,269.8599853515625,1325.899998486042,1844.7000031918287,383.0399998389185,3.2482192516326904,86.19999694824219,21.18000030517578,,256.2328244083291,0.8562003266671038,2021,0.9588916814033556,1.0,1520.0,92.52002580031886,1795.5436785784125
8,375378.210256719,834.1871215616169,655.7072761086442,963.9245790323512,989.010059039044,766.816093362551,786.0044403436947,753.8074865924685,258.49999940395355,247.87349907122345,290.1500244140625,269.625,1303.7000036239624,1806.0999986082315,376.4899993110448,3.180821895599365,91.14999389648438,22.26000022888184,,269.36591169513275,0.8188003006967877,2021,0.9588916814033556,1.0,1564.1886979785136,119.45330286657672,1778.8575824397558
9,517699.1326890696,972.5557104670056,874.4377692751195,1038.5165836783883,1098.808781357309,825.6819697049107,948.0231668326428,951.43932596048,233.1000012755394,223.5176521582263,290.1285705566406,270.3499755859375,1330.9999986439943,1852.3000021725893,392.1999998334795,3.205479383468628,82.66666412353516,20.625,,239.9730850762457,0.8506634032777363,2021,0.9588916814033556,1.0,1594.007737783784,114.1396141551198,1804.7811200821004
10,497764.712954667,829.0810591496524,692.5349991014003,894.7601283091618,955.019332190472,751.7172242523926,809.0230477238193,778.4490984048492,236.22705925652576,226.51616204346024,290.1136460286213,270.28829617371224,1301.5255606971853,1806.0120289112465,383.171195296532,3.13414460923268,85.1263072936928,21.677271985624134,,245.436444985112,0.8028123841192083,2021,0.9588916814033556,1.0,1533.178184778211,158.80403930942057,1795.0412165105636
11,522493.52348166535,829.1781588644103,727.5762942002625,889.9904123716686,896.0749152401789,740.1152692050563,856.6486833854178,793.9730354431299,244.63010661590477,234.5737742548084,290.0455125663319,270.38771335762726,1293.8770901795428,1787.690323136508,379.3581703393929,3.111976043702932,85.74070119808611,21.93580214301649,,241.553024512906,0.8126374938187912,2021,0.9588916814033556,5.0,1521.8795416539558,106.51171872718643,1789.987455568567
13,494108.2402537737,888.51956848421,803.8561650597259,922.5695701295424,990.878492317313,795.0914256255004,872.460967235952,901.5629449252472,215.46923550796504,206.61165752692472,290.36840698198,269.8956141414905,1327.46411737681,1847.2938321597144,383.235514566734,3.256254107857421,86.27820367357128,21.182607229168084,,258.02382732377134,0.7976435565245947,2021,0.9588916814033556,1.0,1518.4741788443685,101.02500769860116,1796.0900390496463
14,505755.6720276143,824.8935316891619,724.6976321362114,863.9186915787898,926.4470878953366,736.9296325212296,819.2975818699065,776.7033272015576,258.517373350464,247.8901588040069,290.1500244140625,269.6274130499882,1303.6362991138235,1805.9677634851,376.4983002071335,3.180274496281001,91.12731131496348,22.25980718046435,,273.21085538815606,0.8490297781944861,2021,0.9588916814033556,1.0,1577.2013667682377,150.2432063511409,1776.0067861325467
15,495243.7763902867,811.1848740413817,705.7394797788899,889.6642214162422,925.7011226492992,743.6190926172742,815.0192106010616,727.2613450151849,260.29999801516533,249.599502766052,290.1500244140625,269.875,1297.1000046133995,1792.4000002890823,377.3499997388572,3.124109506607056,88.80000305175781,22.239999771118164,,273.0320662031821,0.8512463904292953,2021,0.9588916814033556,1.0,1559.102832517251,157.12247214042728,1775.5578569048675
16,532670.3377676263,856.3516584017561,664.0434669945537,973.3086080399964,982.81281501504,740.6592756686446,907.558526745793,724.7715988537518,258.60000041127205,247.9693892052731,290.1000061035156,270.125,1294.9000002145767,1787.700003415346,377.8199988026172,3.104931592941284,88.35000610351562,21.71666717529297,,251.914966186919,0.833959261626708,2021,0.9588916814033556,5.0,1520.0,17.197354452400432,1789.1228969659396
17,488970.9255428614,877.5255875453659,784.4208196866425,940.2132701159602,948.5241214481724,772.0110150925021,892.6087512171376,828.45322320085,259.54515217816305,248.87568737220803,290.1500244140625,269.7701602195273,1299.8677744029494,1798.1452195541062,376.9893507146239,3.147892364255198,89.78549314885367,22.24838714552336,,271.51421600722546,0.8598077045366955,2021,0.9588916814033556,1.0,1566.304093922396,156.30467877564433,1776.1610676255016
18,522551.72969409154,806.5425796425798,739.2952758352757,920.4272105672106,719.6789055458283,622.6791660191658,979.3721730121736,868.7643408443408,258.60000041127205,247.9693892052731,290.1000061035156,270.125,1294.9000002145767,1787.700003415346,377.8199988026172,3.104931592941284,88.35000610351562,21.71666717529297,,257.25701259336347,0.7108799516929311,2021,0.9588916814033556,5.0,1520.0,16.59287754661154,1787.9854083789166
19,511605.6456590738,843.5360166352731,737.1606753582087,964.7847520582447,967.6135467445793,748.02364600309,812.081985862135,763.7479470464983,259.5597829203384,248.88971666917203,290.1500244140625,269.7721922686196,1299.8141283149582,1798.033863277521,376.9963409669783,3.1474313948209405,89.76639196180362,22.24822457787519,,267.56986655199574,0.8562584902198129,2021,0.9588916814033556,1.0,1561.6990656730432,156.21992250834717,1777.345052131548
20,499296.6337904927,860.2348585388578,757.1834146764241,932.8476726486798,943.8036301481362,757.9218131293708,851.0845787583492,823.2249131949148,258.3500273484331,247.7296921147435,290.15977399546784,269.62342147835824,1304.5858020389046,1807.547737055024,376.6570885125515,3.183320573555512,91.19012069365328,22.218505103281416,,274.82503018060663,0.8506092787016892,2021,0.9588916814033556,1.0,1573.3363340011501,148.23698546981828,1775.3834450035483
21,498418.3863134924,787.1347626256869,664.6239452592963,875.1294177017365,913.656801906716,748.2810290470836,772.9028254841629,723.3876887680626,260.4173878257125,249.7120668788654,290.153112863116,269.86032703874514,1298.0453006780904,1794.024921315384,377.4414401666998,3.127478011337397,88.88032205352691,22.233409477128763,,274.42802322531537,0.8507487735676704,2021,0.9588916814033556,1.0,1537.9111650023478,157.6156372094063,1775.8626872151074
22,496116.7602497004,885.6003877450713,763.4991917426687,947.9527715580796,1039.062345584538,770.0880290535746,855.0447217519527,871.2280487138879,236.3435311791588,226.62784600119025,290.11087320209106,270.2906729339806,1301.3983923860308,1805.8266245581965,383.1912807428918,3.1334412838915187,85.12095903904198,21.677826618936024,,247.3435538140156,0.8355631228059287,2021,0.9588916814033556,1.0,1530.6905433953898,158.971092413683,1792.624885995622
23,498695.6004006252,835.2909687727569,728.0870352053732,894.2807788876443,936.9492446768602,748.5478136582499,806.3934219536316,840.9519852613497,227.00000056624413,217.66841222152848,290.33331298828125,270.1000061035156,1311.600001335144,1820.7000052779915,381.5799998547882,3.189862966537476,85.55000305175781,21.63333320617676,,246.59749428109848,0.7904895036894679,2021,0.9588916814033556,1.0,1559.419130377676,157.10190208817346,1795.407417471928
24,498886.8414981245,968.0401841956648,876.2132857639347,1051.1439028628529,1008.5391721336408,821.350601676876,959.8296678830536,1019.4987456014602,229.2999985218048,219.87386112836035,290.1750183105469,269.8999938964844,1309.3000023961067,1818.100002720952,378.5700000096113,3.209041118621826,88.35000610351562,22.13999938964844,,255.24542561607015,0.8396619537583009,2021,0.9588916814033556,1.0,1601.8356249741466,105.7247769551398,1791.5956664584971
25,510719.0119634139,988.2413672328972,896.7857131485516,1064.7259219163757,1056.623132683677,814.0772982238285,935.1300102420412,989.5115926108712,227.00000056624413,217.66841222152848,290.33331298828125,270.1000061035156,1311.600001335144,1820.7000052779915,381.5799998547882,3.189862966537476,85.55000305175781,21.63333320617676,,250.3249299221763,0.8374855057068443,2021,0.9588916814033556,1.0,1586.9092910984396,137.06998969518148,1793.777203529678
26,507704.2287743484,747.1625687799208,648.2575557844513,782.9160284566078,826.3420476744557,641.7946555800461,751.315456335758,694.0933112027882,236.8000010848045,227.06555119652464,290.1000061035156,270.29998779296875,1300.900001823902,1805.0999987274408,383.2699984423816,3.1306848526000977,85.0999984741211,21.68000030517578,,241.0927563348991,0.8077573926388394,2021,0.9588916814033556,1.0,1542.6918396827455,138.24409231083598,1791.8966538742784
27,488843.750059504,875.5718728346127,768.9579090329553,985.0897807588896,962.575079181065,765.659170154383,900.5628260206768,829.2154272568523,241.1426208560985,231.22965317071672,289.9713231088131,270.6667026688206,1291.490990459616,1783.7246576160576,380.7030274070325,3.102923823065098,83.66854188752482,21.873005470483747,,239.15391891092543,0.852993040805847,2021,0.9588916814033556,3.0,1528.3686614111705,54.09976176992284,1793.5769316052654
28,521585.1496169952,805.9422279496586,666.2969560292236,878.8790310009038,922.6155365645728,742.2149901790634,798.7845317647545,820.3250314373904,236.22288643510095,226.5121607597077,290.1137453702452,270.2882110218924,1301.5301167364544,1806.0186713641149,383.1704756983743,3.1341698071600903,85.12649890477883,21.6772521148629,,246.6304824012112,0.8376476258219424,2021,0.9588916814033556,1.0,1570.964125008839,156.35073278107154,1794.1147977215076
29,512987.020842874,852.2442723084072,745.4844284989647,954.3452413661912,965.985519203714,750.7561503994583,867.6665997379212,792.7225768271543,241.2258152533415,231.3094275861729,289.9688578448148,270.67372806470206,1291.310735896626,1783.3151562750966,380.6538502698954,3.102391986929159,83.64111854074955,21.876702996225863,,240.2882715848204,0.8467705238866545,2021,0.9588916814033556,5.0,1536.8548758381337,74.41415765795915,1791.1591772268907
30,472876.8977060344,780.3416453134754,830.4195658280163,816.051608798087,636.3342132597256,579.4774458718118,968.03378676618,914.9579299156762,241.40274513307483,231.47908417604063,289.9636149573471,270.6886690041115,1290.9273877480969,1782.444268025314,380.549265042433,3.101260928748712,83.58279719210553,21.88456654000457,,239.6838350121797,0.653705348660319,2021,0.9588916814033556,3.0,1520.0052286859705,61.024001630391446,1799.252409990714
31,533815.2813887175,947.2300157753514,851.0011615933619,1032.855237061423,965.269039835946,778.6386886676169,947.6371212774492,983.2380353347576,229.2999985218048,219.87386112836035,290.1750183105469,269.8999938964844,1309.3000023961067,1818.100002720952,378.5700000096113,3.209041118621826,88.35000610351562,22.13999938964844,,253.58594965022908,0.8415009527289676,2021,0.9588916814033556,1.0,1609.637599931988,153.8344728408342,1791.7230015270438
32,535505.0897451412,747.4054324886503,725.8046146293564,823.3668726497929,708.7113488216609,585.3874760234623,801.5866875180295,794.2764779415855,236.8000010848045,227.06555119652464,290.1000061035156,270.29998779296875,1300.900001823902,1805.0999987274408,383.2699984423816,3.1306848526000977,85.0999984741211,21.68000030517578,,239.83879454438213,0.631613783934232,2021,0.9588916814033556,3.0,1537.7394386939554,74.30044619514506,1796.1195104172991
