FID,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
,32798.530059615216,433.5818749486484,182.0999990105629,177.03539872756718,2018,0.9721878071910262
,489104.5052304144,723.005614085647,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,30458.302127386283,342.18194829591187,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,61321.501801332764,302.2610911669546,180.87390433557144,175.8434044340788,2018,0.9721878071910262
,31600.62883887601,201.8944891322949,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,506473.3941253705,833.3131699068348,176.58377703450194,171.67259498068,2018,0.9721878071910262
,32299.79625772308,266.4213120326308,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,317369.992005567,182.58698624284372,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,484412.7847794141,227.19931388789408,192.28364154653968,186.9358118338374,2018,0.9721878071910262
,511626.698954384,820.4800265041082,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,110209.89104241163,220.13619031218485,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,295700.0984011924,192.6922159096124,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,323862.085862989,164.87607009431912,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,35904.59822921371,219.02033438770897,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,37216.545055446855,198.78196912321576,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,111215.89070553052,193.3535146228836,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,55600.77425616453,201.59220652703357,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,499698.5761069099,783.0736547595803,175.1757625596899,170.30374047592113,2018,0.9721878071910262
,479880.050985642,846.9817929942608,233.49137637428888,226.99746919533064,2018,0.9721878071910262
,484356.81382572994,811.8946209323567,233.47907364437225,226.98550863131047,2018,0.9721878071910262
,461554.6636798485,772.132029598309,174.59999930858612,169.74399046336902,2018,0.9721878071910262
,493430.2088553775,614.8485146340125,174.59999930858612,169.74399046336902,2018,0.9721878071910262
,508144.7320838154,828.7200494864705,175.17883139755455,170.30672396267548,2018,0.9721878071910262
,469152.9436496094,673.5371801397437,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,547525.868106769,700.3469314007939,174.5136869664001,169.66007865668448,2018,0.9721878071910262
,509060.7721381414,679.4872502089913,174.5129039725202,169.6593174395813,2018,0.9721878071910262
,513655.5405384981,648.1055095996998,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,493740.8459204135,869.019289462705,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,499212.9691924749,818.9106711208891,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,49540.1416671712,336.5570919067217,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,454006.0245022056,805.5391159309388,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,488679.4479877378,704.9965191364356,203.49999821186063,197.84021702496656,2018,0.9721878071910262
,525225.6952176269,797.1573621610464,203.49999821186063,197.84021702496656,2018,0.9721878071910262
,514665.1589519018,944.3307453824816,181.4849887803257,176.43749328043637,2018,0.9721878071910262
,512261.1715278556,735.0565620670326,182.0999990105629,177.03539872756718,2018,0.9721878071910262
,500542.8945822096,793.0407832640698,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,509278.0844295856,842.8873246930136,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,521518.90309594834,802.2444626828451,202.06218303026844,196.4423906364266,2018,0.9721878071910262
,514325.6482997228,803.0599929413876,202.5349415419335,196.90200069721303,2018,0.9721878071910262
,503186.8506074639,775.6806486009086,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,489959.3503280315,502.52409738507134,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,507471.11764644267,810.1722363117004,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,522538.4751923738,763.1896582127486,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,510432.9485534698,775.3838333944128,176.54362756262077,171.6335621536521,2018,0.9721878071910262
,515914.5826241768,769.6584867290579,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,96606.34069665088,193.60061155216425,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,115998.32407424826,218.51076224790603,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,193155.24774193045,185.52109846888607,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,80312.373842987,202.2541060850835,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,495809.2841949364,840.149085894707,198.80364323191708,193.27447797522584,2018,0.9721878071910262
,490902.0137562984,805.1000541610024,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,73470.16962209299,178.1997798972854,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,173359.3015819392,179.59693373673412,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,504859.0520773202,753.426841482291,216.90000036358836,210.8675357332097,2018,0.9721878071910262
,520976.38019943447,725.2071822344036,216.90000036358836,210.8675357332097,2018,0.9721878071910262
,520783.88022241415,670.9548702343988,216.90000036358836,210.8675357332097,2018,0.9721878071910262
,523467.6309245528,445.4122756254588,216.90000036358836,210.8675357332097,2018,0.9721878071910262
,489712.37608874566,719.8656301408557,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,533231.2393491482,658.2801874068289,217.18127236448572,211.1409849429868,2018,0.9721878071910262
,505316.66652620886,817.9941877922189,181.5444082394252,176.4952601540828,2018,0.9721878071910262
,487622.7698546995,711.1530398322856,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,128243.38807843791,183.54181265566288,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,151499.536367283,823.6592878454913,231.299999922514,224.86703972795337,2018,0.9721878071910262
,488728.444606027,719.7993998881707,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,127605.6404720695,176.12596455524465,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,155760.1513701072,630.7453666678256,231.299999922514,224.86703972795337,2018,0.9721878071910262
,492895.1501213485,806.2388509463632,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,132940.68750493065,326.56858492287114,276.9437198124508,269.24130767979227,2018,0.9721878071910262
,496898.39412626287,776.4277394785881,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,268347.3508212824,215.26479502955465,261.7597537225389,254.4796409823772,2018,0.9721878071910262
,335079.8131223413,687.8329653327322,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,160735.82036740778,727.646347200753,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,537937.4505566177,711.4935447338619,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,510475.8493403359,847.4924995491242,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,460087.4855073371,676.8613125400001,243.60000082850456,236.824950637196,2018,0.9721878071910262
,510458.2301233231,818.0703853374495,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,420573.2490533035,688.1026756650487,183.70527061881384,178.59602421233728,2018,0.9721878071910262
,355090.19055136567,222.66748134513583,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,498590.8829796294,910.4881324647124,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,496397.6681683655,779.5327069639467,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,477775.9846935184,234.547535361221,209.97807106803032,204.1381204698285,2018,0.9721878071910262
,29359.98951726688,401.73077990563394,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,109864.95051152036,643.4837051861736,235.71347701013468,229.15776833985555,2018,0.9721878071910262
,124646.22411872404,574.6236709081397,246.599998742342,239.7415120306273,2018,0.9721878071910262
,490861.6530946418,668.6551716510354,246.599998742342,239.7415120306273,2018,0.9721878071910262
,391613.3419559752,679.4198398669024,246.599998742342,239.7415120306273,2018,0.9721878071910262
,115093.1714457847,812.7360911299261,246.599998742342,239.7415120306273,2018,0.9721878071910262
,127365.76506094597,785.1992878009255,246.599998742342,239.7415120306273,2018,0.9721878071910262
,148489.14795614057,393.1848596385213,306.1602121212852,297.6452252713317,2018,0.9721878071910262
,31731.38424360033,382.7326825926877,228.5999993681908,222.2421321096313,2018,0.9721878071910262
,374801.6976724821,740.5119866734265,246.599998742342,239.7415120306273,2018,0.9721878071910262
,535770.3309878842,773.0510767671649,246.599998742342,239.7415120306273,2018,0.9721878071910262
,87072.17288773374,441.9325677910566,228.5999993681908,222.2421321096313,2018,0.9721878071910262
,182030.57239002085,420.8509345515348,303.8000003397465,295.3506561549312,2018,0.9721878071910262
,58910.16753786609,483.96350971075327,249.28068424910668,242.3476417952176,2018,0.9721878071910262
,127926.70751332436,229.60359250923605,228.5999993681908,222.2421321096313,2018,0.9721878071910262
,139095.56628461706,478.5307585614098,304.8680892294018,296.389039150449,2018,0.9721878071910262
,492141.09690517146,785.9041310713146,248.79999977350235,241.88032620892903,2018,0.9721878071910262
,1035833.6024912306,700.0350846455973,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,310545.85402840417,716.7848076973403,216.34361191640363,210.32662166879427,2018,0.9721878071910262
,57602.15348493456,234.07371840135585,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,47665.44588736305,313.7457790915808,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,220894.261430263,106.3312661625384,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,317162.13632395683,741.7042882642825,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,33338.572879759675,371.925588211349,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,26192.338577322567,309.6109211480676,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,9390.77038583524,457.0474262579524,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,670959.1792656017,543.2400787474782,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,177331.0660026407,383.1554057167432,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,10810.75780188704,274.36527249683155,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,32055.592163929625,186.95224790449572,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,52269.692231949295,263.1592303692148,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,445619.719718105,765.813967778832,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,483401.2304849899,233.06709722113592,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,72159.55403092194,442.0770036276602,225.92542212305432,219.6419407225191,2018,0.9721878071910262
,8726.300768716555,561.0702736318407,231.3350730708508,224.9011374151263,2018,0.9721878071910262
,73895.16272120853,599.8882918448658,243.60000082850456,236.824950637196,2018,0.9721878071910262
,50539.66415782919,429.2938572816582,228.42736639495695,222.0743004379344,2018,0.9721878071910262
,73568.40034806028,485.5349350601566,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,292811.8157674168,382.07470235348416,224.40836410601412,218.16707541555076,2018,0.9721878071910262
,20989.376686036147,239.12735241041503,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,15553.692367843232,360.1479094076655,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,17357.629559058445,406.1310937499997,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,29100.69916449005,383.8664616531543,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,58076.68660324515,217.02597038628605,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,95402.94707456032,423.5813946874469,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,17110.17556726392,291.1923504205681,230.1000003516674,223.7004147765419,2018,0.9721878071910262
,397665.6476767102,280.06968612560445,236.73146827272643,230.1474470331734,2018,0.9721878071910262
,514032.65841879824,725.9175310545882,246.599998742342,239.7415120306273,2018,0.9721878071910262
,122697.9960761142,373.477659197591,237.63982261641357,231.03053805071613,2018,0.9721878071910262
,130254.30857156646,669.7474239706311,233.74992173876697,227.24882384628663,2018,0.9721878071910262
,472559.514012326,838.7963198005982,241.89949628152283,235.1717408505447,2018,0.9721878071910262
,140422.80899222626,303.98608023199614,246.599998742342,239.7415120306273,2018,0.9721878071910262
,197700.14505562375,226.92494505494508,246.599998742342,239.7415120306273,2018,0.9721878071910262
,35854.83875905489,361.26054365109417,246.599998742342,239.7415120306273,2018,0.9721878071910262
,106110.54366875842,408.3146758203758,246.599998742342,239.7415120306273,2018,0.9721878071910262
,91213.53526503974,469.1221016868333,303.8000003397465,295.3506561549312,2018,0.9721878071910262
,92336.11104489368,326.61966012305885,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,513628.7439674943,813.2234959439706,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,499808.70990574313,676.2731711551397,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,525515.3927300513,161.27558621115966,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,61416.60967804487,326.31848090086095,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,277169.9277203307,193.7228365806563,201.0159531513821,195.42525870465545,2018,0.9721878071910262
,278133.4082353995,160.69678773392417,199.04522790283733,193.5093436466977,2018,0.9721878071910262
,493440.575995019,724.3540050258717,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,162087.92428152118,249.9840424644044,213.0693492176636,207.14342339553855,2018,0.9721878071910262
,66987.33211063355,361.67977300364805,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,423030.4525584096,238.68956338567597,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,484372.68025944335,740.690465664191,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,25955.24702654862,320.5176665630503,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,43858.44226743119,309.21457937043635,207.19999927282333,201.43731294302836,2018,0.9721878071910262
,64830.817496400974,265.9504474366479,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,492514.3163490776,541.5789129586797,224.9700700860408,218.71315912055817,2018,0.9721878071910262
,32084.762209832188,257.5770367243562,232.699998408556,226.2281011861693,2018,0.9721878071910262
,498928.7687006477,830.7845885460256,186.9014010239881,181.70326322244173,2018,0.9721878071910262
,460230.12097119365,658.0234052452722,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,94921.82324630144,338.53436293436295,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,58499.81919855325,190.59145719321015,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,5305.902344963532,202.66888433981575,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,528584.0098040921,853.9670180977621,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,188754.41036624328,157.3017945704211,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,127122.70347297202,187.72218797168296,243.60000082850456,236.824950637196,2018,0.9721878071910262
,514049.0021497572,805.7829159924735,174.51378334314896,169.6601723529847,2018,0.9721878071910262
,497485.14607926656,719.6334315008723,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,534286.7262404356,772.7557229038028,186.77556574619527,181.5809276996574,2018,0.9721878071910262
,513346.7384411453,520.9287110661464,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,526648.2921756585,689.2382082986444,211.1898207684652,205.31616875395952,2018,0.9721878071910262
,541777.5472568092,875.005122310787,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,506211.5057020868,855.2603441727608,230.6615624444935,224.2463585961657,2018,0.9721878071910262
,204171.37175368183,470.95685504728345,230.84702456545605,224.42666260886483,2018,0.9721878071910262
,96352.13978537815,226.91527225921973,276.1000006198883,268.42105416809017,2018,0.9721878071910262
,89934.45528384119,286.2274267550304,276.1000006198883,268.42105416809017,2018,0.9721878071910262
,32536.822695817275,369.786452257957,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,22341.74549727881,308.1284381437052,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,211675.8587278618,328.5299111524685,225.000000923872,218.742257516158,2018,0.9721878071910262
,8331.830184979244,382.2717285945072,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,80154.89481703198,171.20784922993795,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,14581.202515722893,368.910916868142,209.6999995112419,203.86778269279355,2018,0.9721878071910262
,9956.12768877782,358.12141698215254,183.70000115036964,178.59090129936683,2018,0.9721878071910262
,107419.63975514931,520.719091184796,246.599998742342,239.7415120306273,2018,0.9721878071910262
,30397.60239409051,263.0638963360143,246.599998742342,239.7415120306273,2018,0.9721878071910262
,58064.78568374085,315.82807165240166,246.599998742342,239.7415120306273,2018,0.9721878071910262
,116523.8343654365,536.3170038221314,246.599998742342,239.7415120306273,2018,0.9721878071910262
,103805.4002421871,592.6578754578755,246.599998742342,239.7415120306273,2018,0.9721878071910262
,27832.62797350212,305.1801599687866,246.599998742342,239.7415120306273,2018,0.9721878071910262
,476818.0760840604,435.2229084847284,285.0814051858489,277.1526661785672,2018,0.9721878071910262
,508109.3844296339,835.6427827591548,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,268603.3228038684,629.4603646512755,250.9027019867302,243.92454766278183,2018,0.9721878071910262
,91730.12110908302,425.49968900867816,246.599998742342,239.7415120306273,2018,0.9721878071910262
,667060.9257342651,294.5099533785298,249.6624187319912,242.71875940506055,2018,0.9721878071910262
,293442.6089541646,310.50345544727566,236.11560281231576,229.5487101416932,2018,0.9721878071910262
,437994.9218095434,861.1373725920363,239.81776398990223,233.1479060987993,2018,0.9721878071910262
,146722.3444108878,685.441699769053,202.79999968409535,197.1596869912215,2018,0.9721878071910262
,582751.2433258821,166.88354128423254,251.1815116067312,244.19560297587503,2018,0.9721878071910262
,496406.46635977086,775.6504452335424,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,56522.300205029576,218.60374166102685,229.6059178112988,223.22007375504936,2018,0.9721878071910262
,34317.06598112258,404.7872139655578,212.30000045895576,206.3954719128461,2018,0.9721878071910262
,46728.52627627774,279.6888514299,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,38502.87982358158,319.08476849237707,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,532807.0859278836,852.6530881357139,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,514288.8759951647,833.7495659790924,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,17467.7294962853,472.0173967070519,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,80777.11221207597,160.8621559787363,247.36285816156905,240.48315465660048,2018,0.9721878071910262
,134492.04979879397,490.6069422556265,306.2000004351139,297.68390698490464,2018,0.9721878071910262
,138591.0159727379,199.94157118191825,202.79999968409535,197.1596869912215,2018,0.9721878071910262
,507124.84018039954,616.3535253174365,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,35474.01475775132,398.98511904761904,194.0753977141265,188.677735333423,2018,0.9721878071910262
,494110.8824302938,865.7906780450634,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,487349.5685809637,657.3799323437119,186.63225576674267,181.44160348498423,2018,0.9721878071910262
,504131.0550248323,891.7599808659752,181.4767420910807,176.42947594970278,2018,0.9721878071910262
,497001.14875289705,536.3738358524724,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,501864.7260291599,279.9589234974449,214.84411873863488,208.8688326844008,2018,0.9721878071910262
,515270.5214740398,755.0374370353231,218.7818374888928,212.6970348415503,2018,0.9721878071910262
,524710.1010277063,896.8195050645398,202.79999968409535,197.1596869912215,2018,0.9721878071910262
,491598.58433245897,671.9336067109807,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,496979.0707531496,799.3395244846768,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,498082.1922387473,796.9651637559339,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,483791.5951126654,812.4858362415205,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,488885.9679844956,806.4686586860214,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,504360.4301418541,701.7710769065751,217.24446245575564,211.20241757925464,2018,0.9721878071910262
,475380.8064579131,658.9064726874709,174.50000044703484,169.6467727894359,2018,0.9721878071910262
,500610.3310903612,815.6229184047146,186.88393554248887,181.68628349428133,2018,0.9721878071910262
,503200.4435959699,805.1049615954719,194.1000008881092,188.70165423918712,2018,0.9721878071910262
,498524.4401622411,705.8641185842537,176.57793056541917,171.66691111472267,2018,0.9721878071910262
,498863.5291882164,932.6995103606808,185.5673712126432,180.4063357054225,2018,0.9721878071910262
,523984.4590499523,859.5958428964286,181.4939701858751,176.44622489340304,2018,0.9721878071910262
,490848.5500171321,819.5581763521518,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,552607.8486056767,804.185325628397,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,527721.5285474891,781.7587040792749,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,499917.1715362571,628.411427149757,238.000000923872,231.3806990096413,2018,0.9721878071910262
,505420.0985644069,686.9808008219042,238.000000923872,231.3806990096413,2018,0.9721878071910262
,499581.6233240232,894.3789687593139,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,504765.1580461154,565.0519330145594,232.699998408556,226.2281011861693,2018,0.9721878071910262
,489245.8583760577,712.5364180427799,180.90000015497208,175.8687744715186,2018,0.9721878071910262
,478912.4246300685,578.7985374750774,209.680928156621,203.8492417543629,2018,0.9721878071910262
,488503.4430901153,743.8345607019884,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,493310.2698494967,647.9323214825812,216.79999870061877,210.77031533577187,2018,0.9721878071910262
,475598.463537561,861.194624573379,214.0999988913536,208.1454084417862,2018,0.9721878071910262
,128305.90702147812,199.1786460201261,213.1831660423132,207.25407472471656,2018,0.9721878071910262
,488411.7752245775,569.30605127978,216.9608513748577,210.92669434442163,2018,0.9721878071910262
,487855.1427942516,701.6128129537063,238.000000923872,231.3806990096413,2018,0.9721878071910262
,141097.32870959546,801.8471604843655,231.299999922514,224.86703972795337,2018,0.9721878071910262
,77020.28624910259,414.9204641647854,228.5999993681908,222.2421321096313,2018,0.9721878071910262
,155891.90585154152,749.572062776381,231.299999922514,224.86703972795337,2018,0.9721878071910262
,152912.36121554588,747.6972756041931,231.299999922514,224.86703972795337,2018,0.9721878071910262
,17338.614810062176,596.8223704623022,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,510743.97559840186,533.34553071885,229.60000076889992,223.21432127857477,2018,0.9721878071910262
,497811.5297851635,746.8465108425071,183.38129187317165,178.28105602603534,2018,0.9721878071910262
