dri_field_,area_m2,annual_et_mm,annual_precip_mm,annual_precip_eff_mm,YEAR,eff_factor
232,552919.1582027525,174.32608183575925,232.1389938714027,222.596150152635,2021,0.9588916814033556
238,504054.323818879,846.4862938094647,232.4878014011735,222.93061879134072,2021,0.9588916814033556
0,309639.1321896609,776.9080680018552,264.2999999523163,250.98531126897467,2022,0.9496228199555664
1,481071.53314006777,918.9010840872684,233.6999990940094,221.9268521632665,2022,0.9496228199555664
2,501239.4812881077,345.12294944352664,247.8000032901764,235.31653790941596,2022,0.9496228199555664
3,462084.5578080055,776.9944907945224,234.79999789595604,222.97143612751884,2022,0.9496228199555664
4,524721.6388003868,787.5982226355627,248.05476875096292,235.55846900471656,2022,0.9496228199555664
5,503693.8472206704,894.9337424236724,204.3000017106533,194.00794374139764,2022,0.9496228199555664
6,485005.5213104429,897.4083820826141,204.7000008225441,194.38779202601108,2022,0.9496228199555664
8,375378.210256719,822.2574246006574,298.09999972581863,283.0825623683855,2022,0.9496228199555664
9,517699.1326890696,913.2904397505112,218.20000198483467,207.2077011991489,2022,0.9496228199555664
10,497764.712954667,754.3481393537699,233.0694799032661,221.32809675132023,2022,0.9496228199555664
11,522493.52348166535,827.5022155195201,262.35150577144043,249.13497673026572,2022,0.9496228199555664
13,494108.2402537737,797.5815481479041,204.64786365178503,194.33828137889145,2022,0.9496228199555664
14,505755.6720276143,793.1748037475137,298.11640850589566,283.0981445203986,2022,0.9496228199555664
15,495243.7763902867,802.4259979462089,299.80000388622284,284.6969251131247,2022,0.9496228199555664
16,532670.3377676263,798.1799294772784,297.29999965429306,282.3228640444987,2022,0.9496228199555664
17,488970.9255428614,903.2234608745688,299.0870916343052,284.0199273700786,2022,0.9496228199555664
18,522551.72969409154,939.1615488215492,297.29999965429306,282.3228640444987,2022,0.9496228199555664
19,511605.6456590738,811.7737147876148,299.1009096019482,284.033049227478,2022,0.9496228199555664
20,499296.6337904927,813.5211988581275,297.3443470657494,282.3649773584282,2022,0.9496228199555664
21,498418.3863134924,763.7315274544593,299.4169424662357,284.33316124725906,2022,0.9496228199555664
22,496116.7602497004,883.8162852929934,233.42127261207423,221.66216713549855,2022,0.9496228199555664
23,498695.6004006252,850.0245046357174,205.19999945163727,194.86260213414445,2022,0.9496228199555664
24,498886.8414981245,937.1533570094272,235.0000021457672,223.1613647272276,2022,0.9496228199555664
25,510719.0119634139,929.4944305584294,205.19999945163727,194.86260213414445,2022,0.9496228199555664
26,507704.2287743484,947.5881904009656,234.79999789595604,222.97143612751884,2022,0.9496228199555664
27,488843.750059504,907.1962692979296,247.8761114634488,235.38881196754224,2022,0.9496228199555664
28,521585.1496169952,810.5493229269507,233.0568762807005,221.31612806371808,2022,0.9496228199555664
29,512987.020842874,850.1571205140123,248.1266190933641,235.6266997294825,2022,0.9496228199555664
30,472876.8977060344,847.3079158712949,248.65937473919976,236.13261664822852,2022,0.9496228199555664
31,533815.2813887175,851.3935924684118,235.0000021457672,223.1613647272276,2022,0.9496228199555664
32,535505.0897451412,936.2531163172032,234.79999789595604,222.97143612751884,2022,0.9496228199555664
33,509698.5469838152,899.3275702475825,200.66107839778883,190.55233912343303,2022,0.9496228199555664
34,514504.6294201497,865.7431193627249,200.0000010728836,189.92456500994803,2022,0.9496228199555664
35,472519.29077156377,853.1411571157519,227.4000004827976,215.94422971637144,2022,0.9496228199555664
36,496483.11136665125,911.1311521039132,234.79999789595604,222.97143612751884,2022,0.9496228199555664
37,520068.0370534154,880.6495585362679,252.67825151880916,239.94903374873303,2022,0.9496228199555664
38,498503.1860793944,815.6674451797074,272.70000183582306,258.9621447452224,2022,0.9496228199555664
39,489602.1226482207,783.2176952454749,235.0000021457672,223.1613647272276,2022,0.9496228199555664
40,482164.4518051342,857.976251518014,200.0000010728836,189.92456500994803,2022,0.9496228199555664
41,481200.653450085,846.3310401171964,200.0000010728836,189.92456500994803,2022,0.9496228199555664
42,505357.9248638737,918.140498439025,204.7000008225441,194.38779202601108,2022,0.9496228199555664
43,528371.8245985565,820.1299804988196,204.7000008225441,194.38779202601108,2022,0.9496228199555664
44,496876.8177545218,849.968447436968,229.61309370090336,218.04583353897297,2022,0.9496228199555664
45,506553.433903848,904.7325457419169,235.94370365424967,224.05752521490743,2022,0.9496228199555664
46,488770.1321498553,995.9736484726208,215.63735231371624,204.77415059190636,2022,0.9496228199555664
47,496100.9481887039,813.1248954969429,205.19999945163727,194.86260213414445,2022,0.9496228199555664
48,502448.0874323465,852.880045308665,205.19999945163727,194.86260213414445,2022,0.9496228199555664
